id,character,title,voice_line,requirements,about,nation
509,Thoma,More About Thoma: I,"Anything I can lend a hand with? If something needs doing around the house or you're having some interpersonal strife, just say the word. Hmm? A conversation... I see, I see. That's a little different from what I'm used to, but I'm all for it.",,,Inazuma
510,Thoma,More About Thoma: II,"I'm not from Inazuma originally — I think I've told you that before, right? I took a boat all the way here from Mondstadt, found I liked the place, and was also lucky enough to meet the wonderful Kamisato siblings, so I just ended up staying.",Friendship Lv. 3,,Inazuma
511,Thoma,More About Thoma: III,"I get homesick once in a while, too, so I completely relate to all the international merchants on Ritou. I try to look out for them as much as I can. The difference between us is that they see themselves as just passing by, and have no intention of trying to integrate here. And because that's how they think, it becomes their reality. The majority of Inazumans will never see them as anything more than outsiders.",Friendship Lv. 4,,Inazuma
512,Thoma,More About Thoma: IV,"For some of the more conservatively minded people in Inazuma, the idea of an outlander working as a retainer for one of the Commissions is unthinkable. So there was a time when I was not that welcome here. I'm pretty sure I'd have been deported a long time ago without a couple of Kamisatos fighting my corner. I couldn't let the clan down after they'd been so kind to me, so I put in a lot of honest work, and eventually, everyone was finally able to accept me.",Friendship Lv. 5,,Inazuma
513,Thoma,More About Thoma: V,"I'm not sure if I should get into this, but... Ah, hopefully you won't mind. I went through a period where I really just wanted to go home — Mondstadt is my homeland, after all. But I was torn... It wouldn't be easy to leave Inazuma behind, either. I mean, just look how good the people here have been to me. The Kamisato Clan always has a room for me, and there are people I've met here that are like family. So, I went back and forth over it, and ultimately decided I'd stay in Inazuma. When I'm missing Mondstadt... I can just chat with you. You don't mind my rambling, do you?",Friendship Lv. 6,,Inazuma
514,Thoma,Thoma's Hobbies,"I've been really getting into stories about the unnatural recently. Especially ones about shapeshifting youkai — they're so fascinating. Before that, I was really into ninjutsu for a while, and before that... Hmm? You think I'm not dedicated enough? N—No! It's not like that, you got me all wrong!",,,Inazuma
515,Thoma,Thoma's Troubles,"I'm in a real pickle here. The chief is hosting a banquet for his friends tonight, and he says he wants me to splurge a little by cooking some Butter Crab. The only problem is that for the last two days, I haven't been able to buy crab anywhere! So, what, am I gonna have to dive into the ocean and grab them myself?",,,Inazuma
516,Thoma,Favorite Food,"Without a doubt, my favorite food is Rice Cake Soup. I like cooking up a big, delicious potful for everyone to share. It's a recipe for a good time.",,,Inazuma
517,Thoma,Least Favorite Food,"As far as food is concerned, I'm fine with anything. If we're counting beverages, though... I'm not very good with alcohol. Don't laugh, and before you say it — yes, I've wondered what this says about my identity as a Mondstadter. But, y'know... too much alcohol is bad for you, anyway. So not drinking is a good thing.",,,Inazuma
518,Thoma,Receiving a Gift: I,Delicious! Could I get another bowl of rice?,,,Inazuma
519,Thoma,Receiving a Gift: II,"Um, are you free right now? Would you mind sharing some of your cooking tips with me?",,,Inazuma
520,Thoma,Receiving a Gift: III,"I don't think I've ever tasted anything like this... Oh, it's not too bad, though.",,,Inazuma
521,Thoma,Birthday,"Quick, come with me! I remembered it's your birthday, obviously, so I thought I'd throw you a proper party. There's food, there's drinks, and I invited a whole bunch of your friends, too. Hey, this is your birthday we're talking about! I wasn't about to let you spend it all alone!",,,Inazuma
522,Thoma,Feelings About Ascension: Intro,"Really? This'll make me stronger? You'd better not be kidding, I have stacks of laundry to do.",Ascension Phase 1,,Inazuma
523,Thoma,Feelings About Ascension: Building Up,It feels like... a fire inside of me has just begun to burn.,Ascension Phase 2,,Inazuma
524,Thoma,Feelings About Ascension: Climax,"I have all of this power, but how should I use it? I need to give this one some serious thought.",Ascension Phase 4,,Inazuma
525,Thoma,Feelings About Ascension: Conclusion,"Thank you for placing your trust in me. Your kindness warms my heart more than the brightest flame ever could. But not to worry, I've figured out what I want to do now. My strength is your shield, and I will always be here to protect you.",Ascension Phase 6,,Inazuma
526,Hu Tao,Hello,"Yoh, now why might you be looking for me, hm? Oh, you didn't know? I'm the 77th Director of the Wangsheng Funeral Parlor, Hu Tao. Though by the looks of you... Radiant glow, healthy posture... Yes, you're definitely here for something other than that which falls within my regular line of work, aren't you?",,,Liyue
527,Hu Tao,Chat: Wangsheng Funeral Parlor,Wanna come over for tea?,,,Liyue
528,Hu Tao,Chat: Customers,"One client, two clients, three clients!",,,Liyue
529,Hu Tao,Chat: Taking a Break,"When the sun's out, bathe in sunlight. But when the moon's out, bathe in moonlight~",,,Liyue
530,Hu Tao,When It Rains,*sigh* What a bummer...,,,Liyue
531,Hu Tao,When Thunder Strikes,Lightning! Let's bolt!,,,Liyue
532,Hu Tao,When It Snows,Snow!,,,Liyue
533,Hu Tao,When It's Windy,Ahhhh~ What a nice breeze~,,,Liyue
534,Hu Tao,When the Wind Is Blowing,My hat's gonna get blown away!,,,Liyue
535,Hu Tao,Good Morning,"Well are those who rise in the early morn, while those late to bed I shall forewarn~",,,Liyue
536,Hu Tao,Good Afternoon,Yo! Afternoon! Had lunch?,,,Liyue
537,Hu Tao,Good Evening,"Hee-hee, moon's out, and so am I!",,,Liyue
538,Hu Tao,Good Night,"Oh, you sleepy? Get some rest, I'm gonna take a walk by myself...",,,Liyue
539,Hu Tao,About Hu Tao: Name,"Hu as in ""Who put me in this coffin?"" and Tao as in ""I can't geT OUt!"" Hehe... No, not funny?",,,Liyue
540,Hu Tao,About Hu Tao: Favorite Tricks,Lemme show you some fire tricks. First... Fire! And then... Whoosh! Fire butterfly! Be free!,,,Liyue
541,Hu Tao,About Us: Curiosity,"You've been all over, so you must've seen a lot. When you've got the time, tell me your story, yea?",,,Liyue
542,Hu Tao,About Us: Night,"Run around all you like during the day, but you should be careful during the night. When I'm not around, best keep your wits about you.",Friendship Lv. 6,,Liyue
543,Hu Tao,About Us: Helper,"Need a hand, need a hand? I'm here! If you need some assistance, I'm here to give it my all to the very end!",Friendship Lv. 6,,Liyue
544,Hu Tao,About Us: Battle,"Fighting's a pain. For me, it's not an objective so much as a means to an end. Using the means to reach the end, to fight for that which I will not compromise on — it's in this way that you and I are the same.",Friendship Lv. 6,,Liyue
545,Hu Tao,About the Vision,"Vision... Vision...? Oh, this thing? Yeah, whatever...",Friendship Lv. 4,,Liyue
546,Hu Tao,Something to Share,"We are entrusted by the people to loyally see out their wishes. Wangsheng Funeral Parlor is special, in that it carries a dual responsibility, to those both of this realm, and the next.",,,Liyue
547,Hu Tao,Interesting Things,"Some plants only grow in gloomier spots with ample moonlight. You ever seen any? Oh, no? Well, I'll have to show you next time.",,,Liyue
548,Hu Tao,About Zhongli,"Zhongli looks young, but his personality is a bit dusty. Knows everything, but doesn't fret over anything. Hmm... Couldn't be that he's a...Hehe, forget it, whatever.",Friendship Lv. 4,Zhongli,Liyue
